Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Fecha Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,Semana suscripción,Fecha Último Pago,Meses contratados,Ingresos totales,País,País2,Edad,Género,Dispositivo,Duración Plan,Duplicados,Duracion Plan (Meses),Tipo Plan,id_cliente,fecha,importe,producto,mes,año
1485,Básica,10,27,10,23,2023-10-27,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,9,90,EEUU,EEUU,37,Masculino,Ordenador,1 Mes,0,1,Mensual,1485,2024-09-11,37,Plan Estándar,9,2024
1486,Premium,14,15,10,23,2023-10-15,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,9,126,España,España,31,Masculino,Smartphone,1 Mes,0,1,Mensual,1486,2023-04-19,197,Plan Básico,4,2023
1486,Premium,14,15,10,23,2023-10-15,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,9,126,España,España,31,Masculino,Smartphone,1 Mes,0,1,Mensual,1486,2035-09-14,101,Plan Básico,9,2035
1487,Básica,10,3,10,23,2023-10-03,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,10,100,Brasil,Brasil,29,Masculino,Smartphone,12 Meses,0,12,Anual,1487,2026-08-31,90,Plan Premium,8,2026
1487,Básica,10,3,10,23,2023-10-03,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,10,100,Brasil,Brasil,29,Masculino,Smartphone,12 Meses,0,12,Anual,1487,2028-08-21,92,Plan Básico,8,2028
1487,Básica,10,3,10,23,2023-10-03,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,10,100,Brasil,Brasil,29,Masculino,Smartphone,12 Meses,0,12,Anual,1487,2029-02-27,454,Plan Básico,2,2029
1490,Básica,10,14,9,23,2023-09-14,1900-01-04,1900-01-07,1900-01-24,jueves,2024-07-04,10,100,EEUU,EEUU,31,Masculino,Smartphone,6 Meses,0,6,Semestral,1490,2024-12-12,37,Plan Estándar,12,2024
1490,Básica,10,14,9,23,2023-09-14,1900-01-04,1900-01-07,1900-01-24,jueves,2024-07-04,10,100,EEUU,EEUU,31,Masculino,Smartphone,6 Meses,0,6,Semestral,1490,2031-08-20,399,Plan Estándar,8,2031
1491,Premium,14,11,9,23,2023-09-11,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,10,140,Francia,Francia,42,Femenino,Ordenador,1 Mes,0,1,Mensual,1491,2030-08-06,468,Plan Básico,8,2030
1491,Premium,14,11,9,23,2023-09-11,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,10,140,Francia,Francia,42,Femenino,Ordenador,1 Mes,0,1,Mensual,1491,2035-01-17,239,Plan Básico,1,2035
1492,Básica,10,9,9,23,2023-09-09,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,10,100,España,España,48,Femenino,Ordenador,1 Mes,0,1,Mensual,1492,2033-01-23,279,Plan Básico,1,2033
1493,Estándar,12,12,8,23,2023-08-12,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,11,132,Brasil,Brasil,37,Femenino,Ordenador,12 Meses,0,12,Anual,1493,2024-05-05,342,Plan Básico,5,2024
1493,Estándar,12,12,8,23,2023-08-12,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,11,132,Brasil,Brasil,37,Femenino,Ordenador,12 Meses,0,12,Anual,1493,2025-10-09,498,Plan Estándar,10,2025
1493,Estándar,12,12,8,23,2023-08-12,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,11,132,Brasil,Brasil,37,Femenino,Ordenador,12 Meses,0,12,Anual,1493,2029-04-27,332,Plan Básico,4,2029
1493,Estándar,12,12,8,23,2023-08-12,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,11,132,Brasil,Brasil,37,Femenino,Ordenador,12 Meses,0,12,Anual,1493,2030-06-14,289,Plan Básico,6,2030
1493,Estándar,12,12,8,23,2023-08-12,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,11,132,Brasil,Brasil,37,Femenino,Ordenador,12 Meses,0,12,Anual,1493,2035-05-20,186,Plan Premium,5,2035
1494,Premium,14,4,8,23,2023-08-04,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,12,168,EEUU,EEUU,51,Femenino,Smartphone,3 Meses,0,3,Trimestral,1494,2025-02-20,48,Plan Estándar,2,2025
1494,Premium,14,4,8,23,2023-08-04,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,12,168,EEUU,EEUU,51,Femenino,Smartphone,3 Meses,0,3,Trimestral,1494,2034-01-15,332,Plan Básico,1,2034
1495,Básica,10,4,8,23,2023-08-04,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,12,120,Francia,Francia,29,Femenino,Tablet,1 Mes,0,1,Mensual,1495,2028-04-28,291,Plan Estándar,4,2028
1495,Básica,10,4,8,23,2023-08-04,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,12,120,Francia,Francia,29,Femenino,Tablet,1 Mes,0,1,Mensual,1495,2031-08-19,152,Plan Estándar,8,2031
1495,Básica,10,4,8,23,2023-08-04,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,12,120,Francia,Francia,29,Femenino,Tablet,1 Mes,0,1,Mensual,1495,2035-05-06,91,Plan Estándar,5,2035
1496,Básica,10,31,7,23,2023-07-31,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,12,120,Italia,Italia,46,Masculino,Tablet,3 Meses,0,3,Trimestral,1496,2023-03-27,227,Plan Premium,3,2023
1496,Básica,10,31,7,23,2023-07-31,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,12,120,Italia,Italia,46,Masculino,Tablet,3 Meses,0,3,Trimestral,1496,2023-06-09,488,Plan Estándar,6,2023
1496,Básica,10,31,7,23,2023-07-31,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,12,120,Italia,Italia,46,Masculino,Tablet,3 Meses,0,3,Trimestral,1496,2029-09-07,47,Plan Premium,9,2029
1497,Básica,10,29,7,23,2023-07-29,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,12,120,Italia,Italia,35,Masculino,Smart TV,12 Meses,0,12,Anual,1497,2023-05-22,307,Plan Premium,5,2023
1497,Básica,10,29,7,23,2023-07-29,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,12,120,Italia,Italia,35,Masculino,Smart TV,12 Meses,0,12,Anual,1497,2023-09-02,295,Plan Básico,9,2023
1497,Básica,10,29,7,23,2023-07-29,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,12,120,Italia,Italia,35,Masculino,Smart TV,12 Meses,0,12,Anual,1497,2027-11-29,144,Plan Estándar,11,2027
1497,Básica,10,29,7,23,2023-07-29,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,12,120,Italia,Italia,35,Masculino,Smart TV,12 Meses,0,12,Anual,1497,2035-01-02,185,Plan Estándar,1,2035
1498,Estándar,12,14,7,23,2023-07-14,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,12,144,Francia,Francia,44,Femenino,Smartphone,3 Meses,0,3,Trimestral,1498,2031-07-14,132,Plan Premium,7,2031
1498,Estándar,12,14,7,23,2023-07-14,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,12,144,Francia,Francia,44,Femenino,Smartphone,3 Meses,0,3,Trimestral,1498,2032-10-28,178,Plan Estándar,10,2032
1498,Estándar,12,14,7,23,2023-07-14,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,12,144,Francia,Francia,44,Femenino,Smartphone,3 Meses,0,3,Trimestral,1498,2036-07-26,114,Plan Básico,7,2036
1501,Básica,10,12,7,23,2023-07-12,1900-01-03,1900-01-07,1900-01-24,miércoles,2024-07-03,12,120,EEUU,EEUU,36,Masculino,Smart TV,6 Meses,0,6,Semestral,1501,2023-02-26,260,Plan Básico,2,2023
1501,Básica,10,12,7,23,2023-07-12,1900-01-03,1900-01-07,1900-01-24,miércoles,2024-07-03,12,120,EEUU,EEUU,36,Masculino,Smart TV,6 Meses,0,6,Semestral,1501,2023-11-15,25,Plan Estándar,11,2023
1501,Básica,10,12,7,23,2023-07-12,1900-01-03,1900-01-07,1900-01-24,miércoles,2024-07-03,12,120,EEUU,EEUU,36,Masculino,Smart TV,6 Meses,0,6,Semestral,1501,2025-10-30,104,Plan Estándar,10,2025
1501,Básica,10,12,7,23,2023-07-12,1900-01-03,1900-01-07,1900-01-24,miércoles,2024-07-03,12,120,EEUU,EEUU,36,Masculino,Smart TV,6 Meses,0,6,Semestral,1501,2026-05-05,414,Plan Básico,5,2026
1503,Estándar,12,2,7,23,2023-07-02,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,13,156,Méjico,Méjico,29,Masculino,Ordenador,12 Meses,0,12,Anual,1503,2030-12-30,144,Plan Básico,12,2030
1504,Estándar,12,30,6,23,2023-06-30,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,13,156,Canadá,Canadá,32,Masculino,Smart TV,1 Mes,0,1,Mensual,1504,2033-04-21,490,Plan Estándar,4,2033
1504,Estándar,12,30,6,23,2023-06-30,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,13,156,Canadá,Canadá,32,Masculino,Smart TV,1 Mes,0,1,Mensual,1504,2034-01-01,471,Plan Premium,1,2034
1505,Básica,10,30,6,23,2023-06-30,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,13,130,Canadá,Canadá,30,Masculino,Ordenador,1 Mes,0,1,Mensual,1505,2023-10-08,239,Plan Estándar,10,2023
1505,Básica,10,30,6,23,2023-06-30,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,13,130,Canadá,Canadá,30,Masculino,Ordenador,1 Mes,0,1,Mensual,1505,2035-02-03,130,Plan Estándar,2,2035
1505,Básica,10,30,6,23,2023-06-30,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,13,130,Canadá,Canadá,30,Masculino,Ordenador,1 Mes,0,1,Mensual,1505,2035-02-14,473,Plan Premium,2,2035
1506,Premium,14,29,6,23,2023-06-29,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,13,182,Alemania,Alemania,47,Masculino,Smartphone,6 Meses,0,6,Semestral,1506,2033-12-22,302,Plan Básico,12,2033
1507,Estándar,12,30,6,23,2023-06-30,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,13,156,Brasil,Brasil,28,Femenino,Tablet,6 Meses,0,6,Semestral,1507,2029-03-27,101,Plan Estándar,3,2029
1507,Estándar,12,30,6,23,2023-06-30,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,13,156,Brasil,Brasil,28,Femenino,Tablet,6 Meses,0,6,Semestral,1507,2032-11-23,318,Plan Premium,11,2032
1509,Estándar,12,25,6,23,2023-06-25,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,13,156,EEUU,EEUU,50,Masculino,Smartphone,6 Meses,0,6,Semestral,1509,2026-04-13,191,Plan Premium,4,2026
1509,Estándar,12,25,6,23,2023-06-25,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,13,156,EEUU,EEUU,50,Masculino,Smartphone,6 Meses,0,6,Semestral,1509,2028-09-14,72,Plan Premium,9,2028
1511,Básica,10,26,6,23,2023-06-26,1900-01-04,1900-01-07,1900-01-24,lunes,2024-07-04,13,130,Reino Unido,Reino Unido,50,Masculino,Smart TV,1 Mes,0,1,Mensual,1511,2031-04-06,464,Plan Básico,4,2031
1512,Premium,14,27,6,23,2023-06-27,1900-01-06,1900-01-07,1900-01-24,martes,2024-07-06,13,182,España,España,28,Femenino,Smart TV,6 Meses,0,6,Semestral,1512,2029-01-08,429,Plan Básico,1,2029
1516,Premium,14,12,7,23,2023-07-12,1900-01-07,1900-01-07,1900-01-24,miércoles,2024-07-07,12,168,España,España,50,Masculino,Ordenador,3 Meses,0,3,Trimestral,1516,2023-01-16,405,Plan Premium,1,2023
1516,Premium,14,12,7,23,2023-07-12,1900-01-07,1900-01-07,1900-01-24,miércoles,2024-07-07,12,168,España,España,50,Masculino,Ordenador,3 Meses,0,3,Trimestral,1516,2030-07-23,106,Plan Básico,7,2030
1517,Básica,10,15,7,23,2023-07-15,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,12,120,Alemania,Alemania,28,Femenino,Smart TV,3 Meses,0,3,Trimestral,1517,2024-03-27,489,Plan Estándar,3,2024
1517,Básica,10,15,7,23,2023-07-15,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,12,120,Alemania,Alemania,28,Femenino,Smart TV,3 Meses,0,3,Trimestral,1517,2033-04-16,431,Plan Básico,4,2033
1518,Estándar,12,19,7,23,2023-07-19,1900-01-07,1900-01-07,1900-01-24,miércoles,2024-07-07,12,144,Italia,Italia,45,Masculino,Smart TV,12 Meses,0,12,Anual,1518,2029-10-15,360,Plan Básico,10,2029
1518,Estándar,12,19,7,23,2023-07-19,1900-01-07,1900-01-07,1900-01-24,miércoles,2024-07-07,12,144,Italia,Italia,45,Masculino,Smart TV,12 Meses,0,12,Anual,1518,2030-09-18,227,Plan Básico,9,2030
1518,Estándar,12,19,7,23,2023-07-19,1900-01-07,1900-01-07,1900-01-24,miércoles,2024-07-07,12,144,Italia,Italia,45,Masculino,Smart TV,12 Meses,0,12,Anual,1518,2035-03-27,137,Plan Premium,3,2035
1519,Premium,14,27,7,23,2023-07-27,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,12,168,España,España,31,Masculino,Tablet,1 Mes,0,1,Mensual,1519,2027-10-15,21,Plan Estándar,10,2027
1519,Premium,14,27,7,23,2023-07-27,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,12,168,España,España,31,Masculino,Tablet,1 Mes,0,1,Mensual,1519,2033-02-09,368,Plan Estándar,2,2033
1520,Básica,10,29,7,23,2023-07-29,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,12,120,España,España,27,Femenino,Smartphone,1 Mes,0,1,Mensual,1520,2024-05-30,315,Plan Premium,5,2024
1520,Básica,10,29,7,23,2023-07-29,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,12,120,España,España,27,Femenino,Smartphone,1 Mes,0,1,Mensual,1520,2031-10-25,419,Plan Básico,10,2031
1521,Premium,14,6,8,23,2023-08-06,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,11,154,EEUU,EEUU,49,Masculino,Tablet,6 Meses,0,6,Semestral,1521,2023-06-12,276,Plan Básico,6,2023
1521,Premium,14,6,8,23,2023-08-06,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,11,154,EEUU,EEUU,49,Masculino,Tablet,6 Meses,0,6,Semestral,1521,2026-04-06,304,Plan Premium,4,2026
1521,Premium,14,6,8,23,2023-08-06,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,11,154,EEUU,EEUU,49,Masculino,Tablet,6 Meses,0,6,Semestral,1521,2034-12-31,432,Plan Estándar,12,2034
1522,Básica,10,13,8,23,2023-08-13,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,11,110,Reino Unido,Reino Unido,32,Femenino,Ordenador,1 Mes,0,1,Mensual,1522,2026-05-02,379,Plan Estándar,5,2026
1523,Estándar,12,14,8,23,2023-08-14,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,11,132,Australia,Australia,38,Masculino,Smart TV,6 Meses,0,6,Semestral,1523,2023-03-29,108,Plan Básico,3,2023
1523,Estándar,12,14,8,23,2023-08-14,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,11,132,Australia,Australia,38,Masculino,Smart TV,6 Meses,0,6,Semestral,1523,2031-03-09,68,Plan Estándar,3,2031
1523,Estándar,12,14,8,23,2023-08-14,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,11,132,Australia,Australia,38,Masculino,Smart TV,6 Meses,0,6,Semestral,1523,2032-05-25,140,Plan Básico,5,2032
1523,Estándar,12,14,8,23,2023-08-14,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,11,132,Australia,Australia,38,Masculino,Smart TV,6 Meses,0,6,Semestral,1523,2033-09-29,109,Plan Estándar,9,2033
1524,Estándar,12,20,8,23,2023-08-20,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,11,132,Francia,Francia,39,Masculino,Smartphone,1 Mes,0,1,Mensual,1524,2025-12-05,43,Plan Estándar,12,2025
1524,Estándar,12,20,8,23,2023-08-20,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,11,132,Francia,Francia,39,Masculino,Smartphone,1 Mes,0,1,Mensual,1524,2026-01-07,300,Plan Básico,1,2026
1524,Estándar,12,20,8,23,2023-08-20,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,11,132,Francia,Francia,39,Masculino,Smartphone,1 Mes,0,1,Mensual,1524,2028-06-01,249,Plan Básico,6,2028
1524,Estándar,12,20,8,23,2023-08-20,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,11,132,Francia,Francia,39,Masculino,Smartphone,1 Mes,0,1,Mensual,1524,2031-02-13,125,Plan Básico,2,2031
1525,Básica,10,24,8,23,2023-08-24,1900-01-04,1900-01-07,1900-01-24,jueves,2024-07-04,11,110,Canadá,Canadá,50,Femenino,Tablet,6 Meses,0,6,Semestral,1525,2026-03-15,114,Plan Básico,3,2026
1525,Básica,10,24,8,23,2023-08-24,1900-01-04,1900-01-07,1900-01-24,jueves,2024-07-04,11,110,Canadá,Canadá,50,Femenino,Tablet,6 Meses,0,6,Semestral,1525,2032-01-01,94,Plan Básico,1,2032
1526,Premium,14,28,8,23,2023-08-28,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,11,154,Alemania,Alemania,51,Masculino,Tablet,1 Mes,0,1,Mensual,1526,2027-07-17,143,Plan Estándar,7,2027
1526,Premium,14,28,8,23,2023-08-28,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,11,154,Alemania,Alemania,51,Masculino,Tablet,1 Mes,0,1,Mensual,1526,2031-10-20,483,Plan Estándar,10,2031
1527,Básica,10,5,9,23,2023-09-05,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,11,110,Alemania,Alemania,32,Femenino,Smart TV,1 Mes,0,1,Mensual,1527,2025-03-08,177,Plan Básico,3,2025
1527,Básica,10,5,9,23,2023-09-05,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,11,110,Alemania,Alemania,32,Femenino,Smart TV,1 Mes,0,1,Mensual,1527,2033-05-13,294,Plan Estándar,5,2033
1527,Básica,10,5,9,23,2023-09-05,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,11,110,Alemania,Alemania,32,Femenino,Smart TV,1 Mes,0,1,Mensual,1527,2034-10-05,472,Plan Básico,10,2034
1528,Estándar,12,10,9,23,2023-09-10,1900-01-07,1900-01-07,1900-01-24,domingo,2024-07-07,10,120,EEUU,EEUU,45,Femenino,Smart TV,6 Meses,0,6,Semestral,1528,2023-09-16,115,Plan Premium,9,2023
1529,Premium,14,11,9,23,2023-09-11,1900-01-04,1900-01-07,1900-01-24,lunes,2024-07-04,10,140,Méjico,Méjico,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1529,2023-02-04,381,Plan Básico,2,2023
1529,Premium,14,11,9,23,2023-09-11,1900-01-04,1900-01-07,1900-01-24,lunes,2024-07-04,10,140,Méjico,Méjico,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1529,2029-07-01,205,Plan Básico,7,2029
1529,Premium,14,11,9,23,2023-09-11,1900-01-04,1900-01-07,1900-01-24,lunes,2024-07-04,10,140,Méjico,Méjico,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1529,2030-11-25,374,Plan Estándar,11,2030
1530,Básica,10,14,9,23,2023-09-14,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,10,100,Italia,Italia,44,Masculino,Smartphone,3 Meses,0,3,Trimestral,1530,2023-05-20,465,Plan Premium,5,2023
1530,Básica,10,14,9,23,2023-09-14,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,10,100,Italia,Italia,44,Masculino,Smartphone,3 Meses,0,3,Trimestral,1530,2023-11-23,26,Plan Estándar,11,2023
1530,Básica,10,14,9,23,2023-09-14,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,10,100,Italia,Italia,44,Masculino,Smartphone,3 Meses,0,3,Trimestral,1530,2030-01-19,164,Plan Premium,1,2030
1531,Premium,14,21,9,23,2023-09-21,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,10,140,EEUU,EEUU,30,Femenino,Tablet,1 Mes,0,1,Mensual,1531,2027-01-12,154,Plan Básico,1,2027
1531,Premium,14,21,9,23,2023-09-21,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,10,140,EEUU,EEUU,30,Femenino,Tablet,1 Mes,0,1,Mensual,1531,2030-04-22,349,Plan Básico,4,2030
1531,Premium,14,21,9,23,2023-09-21,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,10,140,EEUU,EEUU,30,Femenino,Tablet,1 Mes,0,1,Mensual,1531,2033-12-14,363,Plan Básico,12,2033
1532,Básica,10,26,9,23,2023-09-26,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,10,100,Alemania,Alemania,44,Femenino,Tablet,12 Meses,0,12,Anual,1532,2024-07-05,489,Plan Premium,7,2024
1532,Básica,10,26,9,23,2023-09-26,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,10,100,Alemania,Alemania,44,Femenino,Tablet,12 Meses,0,12,Anual,1532,2025-01-27,25,Plan Básico,1,2025
1532,Básica,10,26,9,23,2023-09-26,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,10,100,Alemania,Alemania,44,Femenino,Tablet,12 Meses,0,12,Anual,1532,2030-05-11,382,Plan Estándar,5,2030
1533,Estándar,12,30,9,23,2023-09-30,1900-01-03,1900-01-07,1900-01-24,sábado,2024-07-03,10,120,EEUU,EEUU,37,Masculino,Tablet,1 Mes,0,1,Mensual,1533,2033-09-17,465,Plan Básico,9,2033
1535,Básica,10,6,10,23,2023-10-06,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,9,90,Australia,Australia,31,Femenino,Smart TV,6 Meses,0,6,Semestral,1535,2023-07-23,55,Plan Básico,7,2023
1535,Básica,10,6,10,23,2023-10-06,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,9,90,Australia,Australia,31,Femenino,Smart TV,6 Meses,0,6,Semestral,1535,2032-08-26,26,Plan Básico,8,2032
1535,Básica,10,6,10,23,2023-10-06,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,9,90,Australia,Australia,31,Femenino,Smart TV,6 Meses,0,6,Semestral,1535,2034-07-10,285,Plan Premium,7,2034
1536,Premium,14,7,10,23,2023-10-07,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,126,Italia,Italia,31,Femenino,Ordenador,1 Mes,0,1,Mensual,1536,2027-06-22,96,Plan Premium,6,2027
1538,Estándar,12,11,10,23,2023-10-11,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,108,EEUU,EEUU,44,Femenino,Smart TV,1 Mes,0,1,Mensual,1538,2029-10-18,142,Plan Estándar,10,2029
1538,Estándar,12,11,10,23,2023-10-11,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,108,EEUU,EEUU,44,Femenino,Smart TV,1 Mes,0,1,Mensual,1538,2032-11-29,255,Plan Premium,11,2032
1538,Estándar,12,11,10,23,2023-10-11,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,108,EEUU,EEUU,44,Femenino,Smart TV,1 Mes,0,1,Mensual,1538,2033-02-01,474,Plan Premium,2,2033
1538,Estándar,12,11,10,23,2023-10-11,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,108,EEUU,EEUU,44,Femenino,Smart TV,1 Mes,0,1,Mensual,1538,2035-06-30,238,Plan Básico,6,2035
1539,Premium,14,12,10,23,2023-10-12,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,Italia,Italia,34,Masculino,Ordenador,12 Meses,0,12,Anual,1539,2032-08-19,371,Plan Estándar,8,2032
1539,Premium,14,12,10,23,2023-10-12,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,Italia,Italia,34,Masculino,Ordenador,12 Meses,0,12,Anual,1539,2032-10-19,326,Plan Estándar,10,2032
1539,Premium,14,12,10,23,2023-10-12,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,Italia,Italia,34,Masculino,Ordenador,12 Meses,0,12,Anual,1539,2035-12-19,410,Plan Básico,12,2035
1541,Premium,14,17,10,23,2023-10-17,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,9,126,Australia,Australia,33,Masculino,Smartphone,12 Meses,0,12,Anual,1541,2024-05-26,209,Plan Estándar,5,2024
1541,Premium,14,17,10,23,2023-10-17,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,9,126,Australia,Australia,33,Masculino,Smartphone,12 Meses,0,12,Anual,1541,2028-05-18,190,Plan Básico,5,2028
1541,Premium,14,17,10,23,2023-10-17,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,9,126,Australia,Australia,33,Masculino,Smartphone,12 Meses,0,12,Anual,1541,2028-08-12,316,Plan Estándar,8,2028
1541,Premium,14,17,10,23,2023-10-17,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,9,126,Australia,Australia,33,Masculino,Smartphone,12 Meses,0,12,Anual,1541,2034-03-02,156,Plan Premium,3,2034
1542,Básica,10,21,10,23,2023-10-21,1900-01-07,1900-01-07,1900-01-24,sábado,2024-07-07,9,90,Australia,Australia,35,Masculino,Smart TV,6 Meses,0,6,Semestral,1542,2025-02-24,39,Plan Básico,2,2025
1542,Básica,10,21,10,23,2023-10-21,1900-01-07,1900-01-07,1900-01-24,sábado,2024-07-07,9,90,Australia,Australia,35,Masculino,Smart TV,6 Meses,0,6,Semestral,1542,2032-03-16,244,Plan Estándar,3,2032
1543,Estándar,12,23,10,23,2023-10-23,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,9,108,EEUU,EEUU,34,Femenino,Ordenador,1 Mes,0,1,Mensual,1543,2024-05-19,122,Plan Estándar,5,2024
1545,Básica,10,27,10,23,2023-10-27,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,9,90,Australia,Australia,43,Femenino,Ordenador,1 Mes,0,1,Mensual,1545,2026-08-03,74,Plan Estándar,8,2026
1547,Básica,10,1,11,23,2023-11-01,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,90,Canadá,Canadá,35,Femenino,Smartphone,12 Meses,0,12,Anual,1547,2028-03-13,219,Plan Básico,3,2028
1547,Básica,10,1,11,23,2023-11-01,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,90,Canadá,Canadá,35,Femenino,Smartphone,12 Meses,0,12,Anual,1547,2032-03-23,214,Plan Premium,3,2032
1547,Básica,10,1,11,23,2023-11-01,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,90,Canadá,Canadá,35,Femenino,Smartphone,12 Meses,0,12,Anual,1547,2034-07-29,127,Plan Básico,7,2034
1547,Básica,10,1,11,23,2023-11-01,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,9,90,Canadá,Canadá,35,Femenino,Smartphone,12 Meses,0,12,Anual,1547,2036-01-23,162,Plan Estándar,1,2036
